date,title,location,price,product_type,link
2025-09-02 23:38:25,"Apartamento para Venda em João Pessoa, Bessa, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga","João Pessoa, PB, 58035110",R$ 515.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-bessa-2-dormitorios-1-suite-2-banheiros-1-vaga-1432754966
2025-09-02 23:38:22,"Apartamento para Venda em João Pessoa, Bessa, 3 dormitórios, 2 suítes, 2 banheiros, 1 vaga","João Pessoa, PB, 58035300",R$ 759.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-bessa-3-dormitorios-2-suites-2-banheiros-1-vaga-1432754940
2025-09-02 23:38:17,"Apartamento para Venda em João Pessoa, Manaíra, 4 dormitórios, 4 suítes, 4 banheiros, 3 va","João Pessoa, PB, 58038290",R$ 1.290.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-manaira-4-dormitorios-4-suites-4-banheiros-3-va-1432754978
2025-09-02 23:38:14,"Apartamento para Venda em João Pessoa, Manaíra, 3 dormitórios, 3 suítes, 3 banheiros, 2 va","João Pessoa, PB, 58038130",R$ 1.262.293,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-manaira-3-dormitorios-3-suites-3-banheiros-2-va-1432754976
2025-09-02 23:38:10,"Apartamento para Venda em João Pessoa, Bessa, 2 dormitórios, 1 suíte, 2 banheiros","João Pessoa, PB, 58035010",R$ 1.158.864,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-bessa-2-dormitorios-1-suite-2-banheiros-1432754970
2025-09-02 23:38:06,"Apartamento para Venda em João Pessoa, Jardim Oceania, 3 dormitórios, 1 suíte, 2 banheiros","João Pessoa, PB, 58037545",R$ 695.659,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-3-dormitorios-1-suite-2-banheiros-1432754990
2025-09-02 23:38:02,"Apartamento para Venda em João Pessoa, Manaíra, 3 dormitórios, 1 suíte, 3 banheiros, 2 vag","João Pessoa, PB, 58038420",R$ 902.720,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-manaira-3-dormitorios-1-suite-3-banheiros-2-vag-1432754989
2025-09-02 23:38:00,"Apartamento para Venda em João Pessoa, Aeroclube, 3 dormitórios, 1 suíte, 2 banheiros, 2 v","João Pessoa, PB, 58036130",R$ 779.863,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-aeroclube-3-dormitorios-1-suite-2-banheiros-2-v-1432754986
2025-09-02 23:37:58,"Apartamento para Venda em João Pessoa, Cabo Branco, 2 dormitórios, 1 suíte, 1 banheiro, 1","João Pessoa, PB, 58045010",R$ 870.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-cabo-branco-2-dormitorios-1-suite-1-banheiro-1-1432754983
2025-09-02 23:37:55,"Cobertura para Venda em João Pessoa, Cabo Branco, 2 dormitórios, 1 suíte, 2 banheiros, 3 v","João Pessoa, PB, 58045010",R$ 2.535.900,Venda,https://pb.olx.com.br/paraiba/imoveis/cobertura-para-venda-em-joao-pessoa-cabo-branco-2-dormitorios-1-suite-2-banheiros-3-v-1432754980
2025-09-02 23:37:50,"Apartamento para Venda em João Pessoa, Manaíra, 2 dormitórios, 1 suíte, 2 banheiros, 1 vag","João Pessoa, PB, 58038340",R$ 690.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-manaira-2-dormitorios-1-suite-2-banheiros-1-vag-1432754973
2025-09-02 23:37:47,"Apartamento para Venda em João Pessoa, Jardim Oceania, 3 dormitórios, 1 suíte, 3 banheiros","João Pessoa, PB, 58037245",R$ 719.834,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-3-dormitorios-1-suite-3-banheiros-1432754988
2025-09-02 23:37:42,"Apartamento para Venda em João Pessoa, Bessa, 3 dormitórios, 2 suítes, 3 banheiros, 2 vaga","João Pessoa, PB, 58035040",R$ 790.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-bessa-3-dormitorios-2-suites-3-banheiros-2-vaga-1432754987
2025-09-02 23:37:38,"Apartamento para Venda em João Pessoa, Manaíra, 3 dormitórios, 3 suítes, 4 banheiros, 2 va","João Pessoa, PB, 58038180",R$ 780.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-manaira-3-dormitorios-3-suites-4-banheiros-2-va-1432755027
2025-09-02 23:37:36,"Apartamento para Venda em João Pessoa, Jardim Oceania, 1 dormitório, 1 suíte, 1 banheiro,","João Pessoa, PB, 58037030",R$ 1.400.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-1-dormitorio-1-suite-1-banheiro-1432755022
2025-09-02 23:37:32,"Apartamento para Venda em João Pessoa, Jardim Oceania, 1 dormitório, 1 banheiro, 1 vaga","João Pessoa, PB, 58037655",R$ 357.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-1-dormitorio-1-banheiro-1-vaga-1432755016
2025-09-02 23:37:28,"Apartamento para Venda em João Pessoa, Jardim Oceania, 3 dormitórios, 2 suítes, 3 banheiro","João Pessoa, PB, 58037603",R$ 970.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-3-dormitorios-2-suites-3-banheiro-1432755012
2025-09-02 23:37:24,"Apartamento para Venda em João Pessoa, Altiplano Cabo Branco, 4 dormitórios, 4 suítes, 4 b","João Pessoa, PB, 58046092",R$ 3.134.537,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-altiplano-cabo-branco-4-dormitorios-4-suites-4-b-1432755003
2025-09-02 23:37:20,"Apartamento para Venda em João Pessoa, Cabo Branco, 2 dormitórios, 1 suíte, 2 banheiros, 1","João Pessoa, PB, 58045100",R$ 688.600,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-cabo-branco-2-dormitorios-1-suite-2-banheiros-1-1432755002
2025-09-02 23:37:17,"Apartamento para Venda em João Pessoa, Bessa, 3 dormitórios, 2 suítes, 3 banheiros, 2 vaga","João Pessoa, PB, 58035190",R$ 650.277,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-bessa-3-dormitorios-2-suites-3-banheiros-2-vaga-1432755017
2025-09-02 23:37:14,"Apartamento para Venda em João Pessoa, Aeroclube, 3 dormitórios, 3 suítes, 4 banheiros, 2","João Pessoa, PB, 58036130",R$ 1.700.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-aeroclube-3-dormitorios-3-suites-4-banheiros-2-1432755035
2025-09-02 23:37:11,"Apartamento para Venda em João Pessoa, Jardim Oceania, 4 dormitórios, 4 suítes, 4 banheiro","João Pessoa, PB, 58037603",R$ 2.503.117,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-4-dormitorios-4-suites-4-banheiro-1432755054
2025-09-02 23:37:07,"Apartamento para Venda em João Pessoa, Tambaú, 3 dormitórios, 1 suíte, 2 banheiros, 1 vaga","João Pessoa, PB, 58039151",R$ 913.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-tambau-3-dormitorios-1-suite-2-banheiros-1-vaga-1432755032
2025-09-02 23:37:03,"Apartamento para Venda em João Pessoa, Brisamar, 4 dormitórios, 4 suítes, 5 banheiros, 5 v","João Pessoa, PB, 58033130",R$ 2.400.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-brisamar-4-dormitorios-4-suites-5-banheiros-5-v-1432755039
2025-09-02 23:37:01,"Apartamento para Venda em João Pessoa, Bessa, 1 dormitório, 1 banheiro, 1 vaga","João Pessoa, PB, 58035180",R$ 339.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-bessa-1-dormitorio-1-banheiro-1-vaga-1432755057
2025-09-02 23:36:58,"Apartamento para Venda em João Pessoa, Manaíra, 1 dormitório, 1 banheiro, 1 vaga","João Pessoa, PB, 58038182",R$ 387.712,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-manaira-1-dormitorio-1-banheiro-1-vaga-1432755056
2025-09-02 23:36:54,"Apartamento para Venda em João Pessoa, Cabo Branco, 5 dormitórios, 5 suítes, 6 banheiros,","João Pessoa, PB, 58045060",R$ 3.000.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-cabo-branco-5-dormitorios-5-suites-6-banheiros-1432755225
2025-09-02 23:36:52,"Apartamento para Venda em João Pessoa, Tambauzinho, 1 dormitório, 1 suíte, 1 banheiro, 1 v","João Pessoa, PB, 58042000",R$ 299.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-tambauzinho-1-dormitorio-1-suite-1-banheiro-1-v-1432755209
2025-09-02 23:36:49,"Apartamento para Venda em João Pessoa, Bancários, 3 dormitórios, 3 suítes, 3 banheiros, 1","João Pessoa, PB, 58051080",R$ 599.900,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-bancarios-3-dormitorios-3-suites-3-banheiros-1-1432755247
2025-09-02 23:36:46,"Apartamento para Venda em João Pessoa, Manaíra, 2 dormitórios, 1 suíte, 2 banheiros, 1 vag","João Pessoa, PB, 58038182",R$ 605.638,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-manaira-2-dormitorios-1-suite-2-banheiros-1-vag-1432755268
2025-09-02 23:36:43,"Apartamento para Venda em João Pessoa, Aeroclube, 3 dormitórios, 1 suíte, 2 banheiros, 2 v","João Pessoa, PB, 58036440",R$ 520.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-aeroclube-3-dormitorios-1-suite-2-banheiros-2-v-1432755282
2025-09-02 23:36:40,"Cobertura para Venda em João Pessoa, Jardim Oceania, 3 dormitórios, 1 suíte, 2 banheiros,","João Pessoa, PB, 58037530",R$ 1.106.897,Venda,https://pb.olx.com.br/paraiba/imoveis/cobertura-para-venda-em-joao-pessoa-jardim-oceania-3-dormitorios-1-suite-2-banheiros-1432755279
2025-09-02 23:36:37,"Apartamento para Venda em João Pessoa, Manaíra, 4 dormitórios, 4 suítes, 4 banheiros, 3 va","João Pessoa, PB, 58038382",R$ 1.150.500,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-manaira-4-dormitorios-4-suites-4-banheiros-3-va-1432755281
2025-09-02 23:36:34,"Flat para Venda em João Pessoa, Bessa, 1 dormitório, 1 suíte, 1 banheiro, 22 vagas","João Pessoa, PB, 58037030",R$ 519.900,Venda,https://pb.olx.com.br/paraiba/imoveis/flat-para-venda-em-joao-pessoa-bessa-1-dormitorio-1-suite-1-banheiro-22-vagas-1432755310
2025-09-02 23:36:30,"Apartamento para Venda em João Pessoa, Manaíra, 2 dormitórios, 1 suíte, 2 banheiros, 1 vag","João Pessoa, PB, 58038150",R$ 525.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-manaira-2-dormitorios-1-suite-2-banheiros-1-vag-1432755306
2025-09-02 23:36:26,"Flat para Venda em João Pessoa, Bessa, 1 dormitório, 1 banheiro, 22 vagas","João Pessoa, PB, 58037030",R$ 599.900,Venda,https://pb.olx.com.br/paraiba/imoveis/flat-para-venda-em-joao-pessoa-bessa-1-dormitorio-1-banheiro-22-vagas-1432755316
2025-09-02 23:36:23,"Apartamento para Venda em João Pessoa, Manaíra, 3 dormitórios, 2 suítes, 3 banheiros, 2 va","João Pessoa, PB, 58038382",R$ 730.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-manaira-3-dormitorios-2-suites-3-banheiros-2-va-1432755320
2025-09-02 23:36:20,"Apartamento para Venda em João Pessoa, Jardim Oceania, 3 dormitórios, 1 suíte, 2 banheiros","João Pessoa, PB, 58037622",R$ 780.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-3-dormitorios-1-suite-2-banheiros-1432755318
2025-09-02 23:36:17,"Apartamento para Venda em João Pessoa, Altiplano Cabo Branco, 3 dormitórios, 1 suíte, 3 ba","João Pessoa, PB, 58046005",R$ 1.559.280,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-altiplano-cabo-branco-3-dormitorios-1-suite-3-ba-1432755304
2025-09-02 23:36:14,"Apartamento para Venda em João Pessoa, Miramar, 3 dormitórios, 3 suítes, 3 banheiros, 2 va","João Pessoa, PB, 58043902",R$ 1.890.328,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-miramar-3-dormitorios-3-suites-3-banheiros-2-va-1432755322
2025-09-02 23:36:10,"Apartamento para Venda em João Pessoa, Miramar, 4 dormitórios, 2 suítes, 3 banheiros, 3 va","João Pessoa, PB, 58043320",R$ 1.350.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-miramar-4-dormitorios-2-suites-3-banheiros-3-va-1432755344
2025-09-02 23:36:07,"Apartamento para Venda em João Pessoa, Jardim Oceania, 2 dormitórios, 1 suíte, 2 banheiros","João Pessoa, PB, 58037245",R$ 1.035.138,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-2-dormitorios-1-suite-2-banheiros-1432755490
2025-09-02 23:36:05,"Apartamento para Venda em João Pessoa, Jardim Oceania, 3 dormitórios, 1 suíte, 2 banheiros","João Pessoa, PB, 58037660",R$ 569.878,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-3-dormitorios-1-suite-2-banheiros-1432755506
2025-09-02 23:36:03,"Flat para Venda em João Pessoa, Bessa, 1 dormitório, 1 banheiro, 34 vagas","João Pessoa, PB, 58035030",R$ 601.642,Venda,https://pb.olx.com.br/paraiba/imoveis/flat-para-venda-em-joao-pessoa-bessa-1-dormitorio-1-banheiro-34-vagas-1432755553
2025-09-02 23:36:01,"Apartamento para Venda em João Pessoa, Bessa, 3 dormitórios, 2 suítes, 3 banheiros, 1 vaga","João Pessoa, PB, 58035110",R$ 650.754,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-bessa-3-dormitorios-2-suites-3-banheiros-1-vaga-1432755605
2025-09-02 23:35:58,"Apartamento para Venda em João Pessoa, Jardim Oceania, 2 dormitórios, 1 suíte, 2 banheiros","João Pessoa, PB, 58037245",R$ 621.468,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-2-dormitorios-1-suite-2-banheiros-1432755591
2025-09-02 23:35:54,"Apartamento para Venda em João Pessoa, Jardim Oceania, 1 dormitório, 1 suíte, 1 banheiro,","João Pessoa, PB, 58037550",R$ 595.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-1-dormitorio-1-suite-1-banheiro-1432755608
2025-09-02 23:35:50,"Apartamento para Venda em João Pessoa, Aeroclube, 2 dormitórios, 1 suíte, 2 banheiros, 1 v","João Pessoa, PB, 58036560",R$ 649.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-aeroclube-2-dormitorios-1-suite-2-banheiros-1-v-1432755609
2025-09-02 23:35:47,"Apartamento para Venda em João Pessoa, Cabo Branco, 1 dormitório, 1 banheiro, 1 vaga","João Pessoa, PB, 58045010",R$ 640.500,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-cabo-branco-1-dormitorio-1-banheiro-1-vaga-1432755804
2025-09-02 23:35:44,"Apartamento para Venda em João Pessoa, Jardim Oceania, 2 dormitórios, 1 suíte, 2 banheiros","João Pessoa, PB, 58037030",R$ 1.070.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-2-dormitorios-1-suite-2-banheiros-1432755841
2025-09-02 23:35:42,"Cobertura para Venda em João Pessoa, Jardim Oceania, 4 dormitórios, 4 suítes, 5 banheiros,","João Pessoa, PB, 58037030",R$ 1.500.000,Venda,https://pb.olx.com.br/paraiba/imoveis/cobertura-para-venda-em-joao-pessoa-jardim-oceania-4-dormitorios-4-suites-5-banheiros-1432756198
2025-09-02 23:35:38,"Apartamento para Venda em João Pessoa, Jardim Oceania, 2 dormitórios, 1 suíte, 2 banheiros","João Pessoa, PB, 58037545",R$ 619.293,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-2-dormitorios-1-suite-2-banheiros-1432756249
2025-09-02 23:35:34,"Flat para Venda em João Pessoa, Cabo Branco, 1 dormitório, 1 banheiro, 1 vaga","João Pessoa, PB, 58045230",R$ 385.000,Venda,https://pb.olx.com.br/paraiba/imoveis/flat-para-venda-em-joao-pessoa-cabo-branco-1-dormitorio-1-banheiro-1-vaga-1432756275
2025-09-02 23:35:32,"Apartamento para Venda em João Pessoa, Jardim Oceania, 2 dormitórios, 1 suíte, 2 banheiros","João Pessoa, PB, 58037603",R$ 570.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-2-dormitorios-1-suite-2-banheiros-1432756760
2025-09-02 23:35:28,"Apartamento para Venda em João Pessoa, Brisamar, 3 dormitórios, 1 suíte, 2 banheiros, 1 va","João Pessoa, PB, 58034050",R$ 644.862,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-brisamar-3-dormitorios-1-suite-2-banheiros-1-va-1432758306
2025-09-02 23:35:24,"Apartamento para Venda em João Pessoa, Manaíra, 2 dormitórios, 1 suíte, 2 banheiros, 1 vag","João Pessoa, PB, 58038270",R$ 650.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-manaira-2-dormitorios-1-suite-2-banheiros-1-vag-1432758298
2025-09-02 23:35:21,"Apartamento para Venda em João Pessoa, Jardim Oceania, 2 dormitórios, 2 suítes, 2 banheiro","João Pessoa, PB, 58037030",R$ 1.654.146,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-2-dormitorios-2-suites-2-banheiro-1432758303
2025-09-02 23:35:18,"Apartamento para Venda em João Pessoa, Manaíra, 3 dormitórios, 3 suítes, 3 banheiros, 2 va","João Pessoa, PB, 58038130",R$ 1.110.448,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-manaira-3-dormitorios-3-suites-3-banheiros-2-va-1432758312
2025-09-02 23:35:15,"Apartamento para Venda em João Pessoa, Altiplano Cabo Branco, 3 dormitórios, 1 suíte, 2 ba","João Pessoa, PB, 58046005",R$ 1.531.700,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-altiplano-cabo-branco-3-dormitorios-1-suite-2-ba-1432762227
2025-09-02 23:35:11,"Apartamento para Venda em João Pessoa, Altiplano Cabo Branco, 3 dormitórios, 1 suíte, 3 ba","João Pessoa, PB, 58046135",R$ 970.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-altiplano-cabo-branco-3-dormitorios-1-suite-3-ba-1432762221
2025-09-02 23:35:08,"Apartamento para Venda em João Pessoa, Cabo Branco, 2 dormitórios, 1 suíte, 2 banheiros, 1","João Pessoa, PB, 58045010",R$ 845.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-cabo-branco-2-dormitorios-1-suite-2-banheiros-1-1432762240
2025-09-02 23:35:03,"Flat para Venda em João Pessoa, Cabo Branco, 1 dormitório, 1 banheiro, 1 vaga","João Pessoa, PB, 58045270",R$ 380.001,Venda,https://pb.olx.com.br/paraiba/imoveis/flat-para-venda-em-joao-pessoa-cabo-branco-1-dormitorio-1-banheiro-1-vaga-1432764989
2025-09-02 23:35:00,"Flat para Venda em João Pessoa, Tambaú, 1 dormitório, 1 suíte, 1 banheiro, 1 vaga","João Pessoa, PB, 58039151",R$ 500.000,Venda,https://pb.olx.com.br/paraiba/imoveis/flat-para-venda-em-joao-pessoa-tambau-1-dormitorio-1-suite-1-banheiro-1-vaga-1432765017
2025-09-02 23:34:57,"Flat para Venda em João Pessoa, cabo branco, 1 dormitório, 1 banheiro, 1 vaga","João Pessoa, PB, 58045230",R$ 368.235,Venda,https://pb.olx.com.br/paraiba/imoveis/flat-para-venda-em-joao-pessoa-cabo-branco-1-dormitorio-1-banheiro-1-vaga-1432772606
2025-09-02 23:34:54,"Flat para Venda em João Pessoa, manaira, 1 dormitório, 1 banheiro","João Pessoa, PB, 58038310",R$ 316.068,Venda,https://pb.olx.com.br/paraiba/imoveis/flat-para-venda-em-joao-pessoa-manaira-1-dormitorio-1-banheiro-1432772603
2025-09-02 23:34:51,"Flat para Venda em João Pessoa, manaira, 1 dormitório, 1 banheiro, 1 vaga","João Pessoa, PB, 58038140",R$ 309.325,Venda,https://pb.olx.com.br/paraiba/imoveis/flat-para-venda-em-joao-pessoa-manaira-1-dormitorio-1-banheiro-1-vaga-1356322108
2025-09-02 23:34:49,Apartamento em João Pessoa - Centro - Canela/RS,"RS, 95680000",R$ 949.790,Venda,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/imoveis/apartamento-em-joao-pessoa-centro-canela-rs-1432789889
2025-09-02 23:34:46,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58080020",R$ 44.861,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432869145
2025-09-02 23:34:43,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58063480",R$ 77.622,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432869140
2025-09-02 23:34:40,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58063045",R$ 75.305,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432869157
2025-09-02 23:34:36,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Direta Onli,"João Pessoa, PB, 58066131",R$ 90.746,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-direta-onli-1432869159
2025-09-02 23:34:33,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58080020",R$ 38.946,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432869147
2025-09-02 23:34:29,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58080020",R$ 37.573,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432869160
2025-09-02 23:34:26,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58065075",R$ 72.740,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432869148
2025-09-02 23:34:22,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58083110",R$ 74.375,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432869161
2025-09-02 23:34:19,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58067020",R$ 83.721,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432869151
2025-09-02 23:34:16,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58083096",R$ 74.146,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432869213
2025-09-02 23:34:12,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58068088",R$ 72.336,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432869215
2025-09-02 23:34:10,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58062157",R$ 78.491,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432869217
2025-09-02 23:34:08,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58068200",R$ 72.988,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432952316
2025-09-02 23:34:05,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Direta Onli,"João Pessoa, PB, 58069469",R$ 76.988,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-direta-onli-1432952324
2025-09-02 23:34:02,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58067324",R$ 81.964,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432952347
2025-09-02 23:33:58,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58062162",R$ 81.964,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432952384
2025-09-02 23:33:55,"Flat para Venda em João Pessoa, Bessa, 1 dormitório, 1 suíte, 1 banheiro, 1 vaga","João Pessoa, PB, 58035440",R$ 279.566,Venda,https://pb.olx.com.br/paraiba/imoveis/flat-para-venda-em-joao-pessoa-bessa-1-dormitorio-1-suite-1-banheiro-1-vaga-1432955048
